s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106
metab_11	-0.0024877376	-0.0058930606	-0.0017972075	-0.0041687712	-0.0039589236	-0.0046619646	-0.0009909403	-0.0066442452	-0.0058930606	-0.0006858139	-0.0024877376	-0.0014332136	-0.0015916975	-0.0011585939	-0.0026217018	-0.0017972075	-0.0066442452	-0.0046379988	-0.0026827697	-0.0049994375	-0.0027769461	-0.0035747009	-0.0045176890	-0.0045176890	-0.0032748691	-0.0026217018	-0.0011851988	0.0190297792	-0.0011701347	-0.0039890442	-0.0027769461	-0.0009611175	0.0048539338	-0.0040793693	-0.0040955903	-0.0026217018	-0.0046619646	-0.0022376952	-0.0032983713	-0.0046379988	-0.0066442452	-0.0015461874	-0.0040793693	-0.0046619646	-0.0039890442	-0.0041687712	-0.0023216195	-0.0046619646	-0.0028694225	-0.0041687712	-0.0014097951	-0.0022084074	-0.0039589236	-0.0041687712	-0.0028694225	-0.0032075154	-0.0024371070	-0.0039890442	-0.0028694225	-0.0014332136	-0.0040793693	-0.0032075154	-0.0035747009	-0.0049994375	-0.0030599754	-0.0035140763	-0.0024371070	-0.0044268400	-0.0027769461	-0.0017621665	-0.0022084074	-0.0028694225	-0.0024371070	-0.0024371070	-0.0018547889	-0.0022376952	-0.0049994375	-0.0040793693	-0.0058930606	-0.0040793693	-0.0015916975	-0.0024371070	-0.0066442452	-0.0049441417	-0.0024371070	-0.0035140763	-0.0049196483	-0.0066442452	-0.0015461874	-0.0017972075	-0.0013916958	-0.0060549417	-0.0044268400	-0.0039890442	-0.0034259842	-0.0044268400	-0.0035559792	-0.0041687712	0.0081486968	-0.0012666221	-0.0028694225	-0.0039589236	-0.0049441417	-0.0045176890	-0.0011585939	-0.0035140763
metab_12	-0.0044268400	-0.0026217018	-0.0015133633	-0.0049441417	-0.0051775428	-0.0026217018	-0.0011701347	-0.0045176890	-0.0049441417	-0.0008894464	-0.0030599754	-0.0044268400	-0.0026827697	-0.0017972075	-0.0039890442	-0.0049441417	-0.0046379988	-0.0032075154	-0.0015461874	-0.0060549417	-0.0012872075	-0.0032983713	-0.0039589236	-0.0041687712	-0.0011585939	-0.0024877376	-0.0012872075	0.0185785675	-0.0012963686	-0.0035559792	-0.0022376952	-0.0011701347	0.0046033434	-0.0023071277	-0.0037098023	-0.0039890442	-0.0032075154	-0.0027769461	-0.0027769461	-0.0038823858	-0.0055588469	-0.0031386238	-0.0011701347	-0.0023071277	-0.0038823858	-0.0032983713	-0.0013528231	-0.0055588469	-0.0032075154	-0.0044268400	-0.0023361113	-0.0027769461	-0.0022376952	-0.0035559792	-0.0026217018	-0.0045176890	-0.0014832325	-0.0035140763	-0.0038823858	-0.0051775428	-0.0049196483	-0.0036098538	-0.0017972075	-0.0035559792	-0.0034259842	-0.0044268400	-0.0022084074	-0.0058930606	-0.0021287195	-0.0015916975	-0.0012467604	-0.0039890442	-0.0034259842	-0.0066442452	-0.0040793693	-0.0012872075	-0.0023361113	-0.0046619646	-0.0051775428	-0.0055588469	-0.0029727493	-0.0015916975	-0.0035747009	-0.0088158057	-0.0034259842	-0.0036098538	-0.0049441417	-0.0049196483	-0.0046379988	-0.0046379988	-0.0011037445	-0.0055588469	-0.0088158057	-0.0032748691	-0.0049441417	-0.0039890442	-0.0018547889	-0.0032748691	0.0080739199	-0.0027769461	-0.0055588469	-0.0032075154	-0.0035140763	-0.0017972075	-0.0017621665	-0.0011988319
metab_13	-0.0035559792	-0.0023361113	-0.0034259842	-0.0088158057	-0.0040955903	-0.0032748691	-0.0012292258	-0.0044268400	-0.0045176890	-0.0009749736	-0.0031386238	-0.0014832325	-0.0041687712	-0.0023071277	-0.0024371070	-0.0035140763	-0.0051775428	-0.0046619646	-0.0018547889	-0.0055588469	-0.0018547889	-0.0037098023	-0.0055588469	-0.0046619646	-0.0038823858	-0.0015461874	-0.0022376952	0.0183849570	-0.0034259842	-0.0023071277	-0.0036098538	-0.0013916958	0.0045245952	-0.0022084074	-0.0046379988	-0.0049441417	-0.0039890442	-0.0017972075	-0.0035559792	-0.0040955903	-0.0051775428	-0.0088158057	-0.0013916958	-0.0066442452	-0.0058930606	-0.0013046086	-0.0060549417	-0.0041687712	-0.0035559792	-0.0051775428	-0.0021287195	-0.0045176890	-0.0027769461	-0.0027769461	-0.0018547889	-0.0041687712	-0.0027769461	-0.0017972075	-0.0051775428	-0.0066442452	-0.0034259842	-0.0029727493	-0.0041687712	-0.0014982979	-0.0017972075	-0.0040793693	-0.0036098538	-0.0039589236	-0.0038823858	-0.0017972075	-0.0041687712	-0.0039589236	-0.0036098538	-0.0032983713	-0.0038823858	-0.0034259842	-0.0022084074	-0.0049196483	-0.0041687712	-0.0049196483	-0.0011497981	-0.0032983713	-0.0036098538	-0.0066442452	-0.0014097951	-0.0034259842	-0.0066442452	-0.0040793693	-0.0024371070	-0.0026217018	-0.0014332136	-0.0036098538	-0.0037098023	-0.0034259842	-0.0017621665	-0.0040955903	-0.0037098023	-0.0032983713	0.0080095008	-0.0024371070	-0.0014832325	-0.0046379988	-0.0066442452	-0.0049994375	-0.0015461874	-0.0046619646
metab_14	-0.0066442452	-0.0033621777	-0.0049196483	-0.0034259842	-0.0025547197	-0.0032983713	-0.0014832325	-0.0039890442	-0.0066442452	-0.0011988319	-0.0038823858	-0.0060549417	-0.0051775428	-0.0028694225	-0.0022376952	-0.0015461874	-0.0035559792	-0.0031386238	-0.0024877376	-0.0046379988	-0.0066442452	-0.0039589236	-0.0088158057	-0.0032748691	-0.0015461874	-0.0021287195	-0.0035559792	0.0176612106	-0.0060549417	-0.0046379988	-0.0051775428	-0.0012666221	0.0043440642	-0.0037098023	-0.0026827697	-0.0022084074	-0.0035140763	-0.0024877376	-0.0040793693	-0.0051775428	-0.0045176890	-0.0039589236	-0.0017621665	-0.0044268400	-0.0032748691	-0.0012467604	-0.0045176890	-0.0039589236	-0.0023071277	-0.0022230513	-0.0032983713	-0.0024371070	-0.0035559792	-0.0034259842	-0.0023071277	-0.0024371070	-0.0032075154	-0.0049994375	-0.0088158057	-0.0041687712	-0.0015916975	-0.0024371070	-0.0022084074	-0.0035140763	-0.0051775428	-0.0051775428	-0.0023071277	-0.0037098023	-0.0045176890	-0.0049441417	-0.0034259842	-0.0030599754	-0.0039589236	-0.0031386238	-0.0031386238	-0.0058930606	-0.0011585939	-0.0051775428	-0.0045176890	-0.0023361113	-0.0010700185	-0.0045176890	-0.0039890442	-0.0022376952	-0.0088158057	-0.0044268400	-0.0046619646	-0.0046619646	-0.0031386238	-0.0021287195	-0.0049196483	-0.0023071277	-0.0038823858	-0.0055588469	-0.0013475575	-0.0029727493	-0.0088158057	-0.0035140763	0.0079401051	-0.0058930606	-0.0014332136	-0.0066442452	-0.0021287195	-0.0015916975	-0.0014332136	-0.0040793693
metab_15	-0.0017972075	-0.0046379988	-0.0035747009	-0.0029727493	-0.0032983713	-0.0040793693	-0.0034259842	-0.0041687712	-0.0088158057	-0.0045176890	-0.0040793693	-0.0045176890	-0.0060549417	-0.0039890442	-0.0088158057	-0.0055588469	-0.0024877376	-0.0027769461	-0.0036098538	-0.0026827697	-0.0088158057	-0.0046619646	-0.0060549417	-0.0037098023	-0.0017972075	-0.0026827697	-0.0051775428	0.0170640398	-0.0058930606	-0.0060549417	-0.0046619646	-0.0018547889	0.0040929577	-0.0058930606	-0.0035747009	-0.0014097951	-0.0013528231	-0.0021287195	-0.0060549417	-0.0013046086	-0.0022376952	-0.0039890442	-0.0026217018	-0.0034259842	-0.0040955903	-0.0040955903	-0.0024371070	-0.0032748691	-0.0041687712	-0.0026217018	-0.0041687712	-0.0046619646	-0.0044268400	-0.0055588469	-0.0049994375	-0.0026827697	-0.0058930606	-0.0040955903	-0.0060549417	-0.0036098538	-0.0015461874	-0.0088158057	-0.0034259842	-0.0034259842	-0.0027769461	-0.0032748691	-0.0032983713	-0.0026217018	-0.0040793693	-0.0036098538	-0.0013528231	-0.0029727493	-0.0058930606	-0.0044268400	-0.0039890442	-0.0046619646	-0.0032983713	-0.0088158057	-0.0035747009	-0.0035747009	-0.0013475575	-0.0044268400	-0.0088158057	-0.0009749736	-0.0058930606	-0.0060549417	-0.0014832325	-0.0040955903	-0.0029727493	-0.0045176890	-0.0017972075	-0.0028694225	-0.0015133633	-0.0088158057	-0.0058930606	-0.0035559792	-0.0049196483	-0.0046619646	0.0077813241	-0.0049196483	-0.0045176890	-0.0035559792	-0.0051775428	-0.0023361113	-0.0023071277	-0.0055588469
metab_16	-0.0032075154	-0.0032075154	-0.0051775428	-0.0013528231	-0.0036098538	-0.0039890442	-0.0049441417	-0.0022084074	-0.0023361113	-0.0013475575	-0.0036098538	-0.0022084074	-0.0015461874	-0.0049196483	-0.0035140763	-0.0032748691	-0.0014332136	-0.0035559792	-0.0045176890	-0.0035140763	-0.0037098023	-0.0011701347	-0.0028694225	-0.0031386238	-0.0049441417	-0.0017621665	-0.0026217018	0.0168094040	-0.0014332136	-0.0015133633	-0.0049196483	-0.0024877376	0.0040158402	-0.0031386238	-0.0018547889	-0.0035140763	-0.0024371070	-0.0030599754	-0.0038823858	-0.0041687712	-0.0040793693	-0.0037098023	-0.0021287195	-0.0051775428	-0.0035140763	-0.0035653400	-0.0058930606	-0.0066442452	-0.0035747009	-0.0035747009	-0.0055588469	-0.0049196483	-0.0036098538	-0.0039589236	-0.0031386238	-0.0031386238	-0.0029727493	-0.0013475575	-0.0066442452	-0.0011988319	-0.0039890442	-0.0034259842	-0.0066442452	-0.0049441417	-0.0022084074	-0.0066442452	-0.0027769461	-0.0035747009	-0.0035747009	-0.0044268400	-0.0049441417	-0.0060549417	-0.0028694225	-0.0046619646	-0.0015133633	-0.0037098023	-0.0039589236	-0.0041687712	-0.0029727493	-0.0012872075	-0.0015461874	-0.0027769461	-0.0013916958	-0.0010700185	-0.0044268400	-0.0037098023	-0.0036098538	-0.0022376952	-0.0017621665	-0.0036098538	-0.0039890442	-0.0011037445	-0.0026827697	-0.0029727493	-0.0040955903	-0.0036098538	-0.0024371070	-0.0026217018	0.0076950019	-0.0012467604	-0.0088158057	-0.0026217018	-0.0058930606	-0.0022084074	-0.0032748691	-0.0039589236
metab_17	-0.0017621665	-0.0017621665	-0.0023071277	-0.0016756918	-0.0035140763	-0.0022084074	-0.0021287195	-0.0026217018	-0.0016756918	-0.0009611175	-0.0013528231	-0.0040955903	-0.0014832325	-0.0017621665	-0.0034259842	-0.0023071277	-0.0018547889	-0.0032748691	-0.0029727493	-0.0022084074	-0.0011585939	-0.0016756918	-0.0027769461	-0.0032075154	-0.0023361113	-0.0036098538	-0.0023071277	0.0163006330	-0.0015916975	-0.0049196483	-0.0017621665	-0.0017972075	0.0039393338	-0.0035747009	-0.0015916975	-0.0015916975	-0.0046379988	-0.0031386238	-0.0013046086	-0.0014332136	-0.0018547889	-0.0011214436	-0.0015133633	-0.0010150392	-0.0023361113	-0.0040793693	-0.0038823858	-0.0031386238	-0.0021287195	-0.0015916975	-0.0024877376	-0.0013528231	-0.0024877376	-0.0017621665	-0.0035140763	-0.0024877376	-0.0014332136	-0.0014832325	-0.0026827697	-0.0035140763	-0.0026827697	-0.0035559792	-0.0013046086	-0.0012467604	-0.0015133633	-0.0032075154	-0.0013528231	-0.0022376952	-0.0013916958	-0.0023071277	-0.0046379988	-0.0023071277	-0.0024877376	-0.0039890442	-0.0016756918	-0.0029727493	-0.0024371070	-0.0014832325	-0.0013528231	-0.0026217018	-0.0011214436	-0.0022376952	-0.0030599754	-0.0058930606	-0.0023071277	-0.0022376952	-0.0011313278	-0.0026827697	-0.0027769461	-0.0032983713	-0.0011701347	-0.0012292258	-0.0046379988	-0.0051775428	-0.0066442452	-0.0046379988	-0.0038823858	-0.0015133633	0.0074425224	-0.0011585939	-0.0030599754	-0.0016756918	-0.0017621665	-0.0036098538	-0.0037098023	-0.0022376952
metab_18	-0.0022084074	-0.0030599754	-0.0016756918	-0.0045176890	-0.0014832325	-0.0030599754	-0.0024371070	-0.0051775428	-0.0046379988	-0.0012467604	-0.0010865065	-0.0009749736	-0.0040793693	-0.0012467604	-0.0049994375	-0.0026217018	-0.0017621665	-0.0035747009	-0.0022084074	-0.0037098023	-0.0036098538	-0.0014832325	-0.0046619646	-0.0026217018	-0.0024877376	-0.0032075154	-0.0011497981	0.0162206993	-0.0016756918	-0.0044268400	-0.0014832325	-0.0011585939	0.0041765256	-0.0015916975	-0.0045176890	-0.0041687712	-0.0014332136	-0.0029727493	-0.0040955903	-0.0037098023	-0.0029727493	-0.0016756918	-0.0011214436	-0.0046379988	-0.0024877376	-0.0021287195	-0.0066442452	-0.0026217018	-0.0034259842	-0.0049994375	-0.0013528231	-0.0029727493	-0.0026827697	-0.0035140763	-0.0044268400	-0.0022084074	-0.0013475575	-0.0013916958	-0.0032748691	-0.0039890442	-0.0017972075	-0.0027769461	-0.0029727493	-0.0013046086	-0.0088158057	-0.0028694225	-0.0012963686	-0.0018547889	-0.0017621665	-0.0013475575	-0.0026217018	-0.0035559792	-0.0018547889	-0.0023071277	-0.0027769461	-0.0035747009	-0.0088158057	-0.0049994375	-0.0039589236	-0.0049441417	-0.0013528231	-0.0036098538	-0.0041687712	-0.0015133633	-0.0021287195	-0.0039589236	-0.0026217018	-0.0036098538	-0.0012666221	-0.0015916975	-0.0010613955	-0.0032748691	-0.0016756918	-0.0046379988	-0.0060549417	-0.0035140763	-0.0044268400	-0.0024371070	0.0073536511	-0.0017621665	-0.0026827697	-0.0039890442	-0.0022084074	-0.0022376952	-0.0088158057	-0.0032075154
metab_19	-0.0013046086	-0.0035140763	-0.0013475575	-0.0022084074	-0.0013528231	-0.0036098538	-0.0010613955	-0.0088158057	-0.0036098538	-0.0010515443	-0.0011585939	-0.0011585939	-0.0028694225	-0.0008425529	-0.0040793693	-0.0049994375	-0.0035747009	-0.0051775428	-0.0011988319	-0.0024371070	-0.0015916975	-0.0049441417	-0.0034259842	-0.0026827697	-0.0017621665	-0.0017972075	-0.0011313278	0.0158454262	-0.0011214436	-0.0011214436	-0.0015916975	-0.0013528231	0.0037425477	-0.0014097951	-0.0022084074	-0.0016756918	-0.0024877376	-0.0051775428	-0.0014332136	-0.0046619646	-0.0024371070	-0.0055588469	-0.0018547889	-0.0009159127	-0.0022376952	-0.0034259842	-0.0015916975	-0.0051775428	-0.0027769461	-0.0049196483	-0.0034259842	-0.0036098538	-0.0045176890	-0.0023361113	-0.0046379988	-0.0036098538	-0.0032748691	-0.0039589236	-0.0049196483	-0.0049994375	-0.0017621665	-0.0018547889	-0.0016756918	-0.0013916958	-0.0035140763	-0.0026827697	-0.0035140763	-0.0024877376	-0.0029727493	-0.0032983713	-0.0058930606	-0.0038823858	-0.0031386238	-0.0049994375	-0.0013916958	-0.0044268400	-0.0035559792	-0.0032748691	-0.0044268400	-0.0032075154	-0.0011701347	-0.0015133633	-0.0021287195	-0.0015461874	-0.0013475575	-0.0035747009	-0.0014332136	-0.0034259842	-0.0037098023	-0.0039890442	-0.0026827697	-0.0012666221	-0.0035140763	-0.0040793693	-0.0014332136	-0.0026217018	-0.0027769461	-0.0039890442	0.0072694309	-0.0015916975	-0.0039890442	-0.0022376952	-0.0032983713	-0.0027769461	-0.0011988319	-0.0017621665
metab_20	-0.0036098538	-0.0018547889	-0.0038823858	-0.0035559792	-0.0012467604	-0.0049994375	-0.0040955903	-0.0029727493	-0.0040955903	-0.0026217018	-0.0045176890	-0.0022376952	-0.0016756918	-0.0031386238	-0.0014832325	-0.0046379988	-0.0037098023	-0.0022376952	-0.0030599754	-0.0049196483	-0.0014832325	-0.0013528231	-0.0011313278	-0.0013046086	-0.0046619646	-0.0014832325	-0.0021287195	0.0157574793	-0.0023361113	-0.0032748691	-0.0015461874	-0.0014097951	0.0036915972	-0.0029727493	-0.0040793693	-0.0058930606	-0.0041687712	-0.0046379988	-0.0046619646	-0.0017621665	-0.0028694225	-0.0021287195	-0.0044268400	-0.0014332136	-0.0046619646	-0.0022376952	-0.0029727493	-0.0013916958	-0.0031386238	-0.0040793693	-0.0030599754	-0.0017621665	-0.0032748691	-0.0023071277	-0.0040793693	-0.0016756918	-0.0036098538	-0.0012467604	-0.0012467604	-0.0060549417	-0.0030599754	-0.0040955903	-0.0026217018	-0.0011585939	-0.0023071277	-0.0058930606	-0.0017621665	-0.0016756918	-0.0023071277	-0.0032075154	-0.0049196483	-0.0022376952	-0.0029727493	-0.0030599754	-0.0022084074	-0.0030599754	-0.0060549417	-0.0034259842	-0.0039890442	-0.0039589236	-0.0011851988	-0.0037098023	-0.0014097951	-0.0010515443	-0.0046619646	-0.0041687712	-0.0035140763	-0.0032075154	-0.0015916975	-0.0040793693	-0.0035140763	-0.0022376952	-0.0018547889	-0.0035747009	-0.0018547889	-0.0027769461	-0.0039589236	-0.0029727493	0.0071923365	-0.0046379988	-0.0038823858	-0.0044268400	-0.0041687712	-0.0014097951	-0.0035747009	-0.0037098023
metab_21	-0.0014832325	-0.0029727493	-0.0024877376	-0.0046619646	-0.0022376952	-0.0027769461	-0.0015916975	-0.0015133633	-0.0017972075	-0.0015461874	-0.0051775428	-0.0049441417	-0.0027769461	-0.0023361113	-0.0037098023	-0.0031386238	-0.0013475575	-0.0044268400	-0.0034259842	-0.0035747009	-0.0029727493	-0.0013916958	-0.0049994375	-0.0060549417	-0.0029727493	-0.0028694225	-0.0015916975	0.0151143104	-0.0013046086	-0.0037098023	-0.0014097951	-0.0012292258	0.0036195477	-0.0026217018	-0.0021287195	-0.0017621665	-0.0058930606	-0.0032983713	-0.0058930606	-0.0045176890	-0.0023361113	-0.0024877376	-0.0027769461	-0.0038823858	-0.0066442452	-0.0039589236	-0.0035747009	-0.0035747009	-0.0024371070	-0.0027769461	-0.0038823858	-0.0030599754	-0.0018547889	-0.0038823858	-0.0036098538	-0.0017972075	-0.0055588469	-0.0018547889	-0.0026217018	-0.0012292258	-0.0066442452	-0.0013916958	-0.0030599754	-0.0051775428	-0.0014097951	-0.0032983713	-0.0040955903	-0.0014332136	-0.0015133633	-0.0018547889	-0.0035140763	-0.0021287195	-0.0039890442	-0.0017972075	-0.0014097951	-0.0028694225	-0.0046379988	-0.0035140763	-0.0015133633	-0.0039890442	-0.0011313278	-0.0049994375	-0.0035559792	-0.0016756918	-0.0031386238	-0.0028694225	-0.0024371070	-0.0018547889	-0.0009376947	-0.0022084074	-0.0030599754	-0.0026217018	-0.0022084074	-0.0021287195	-0.0014097951	-0.0013046086	-0.0022376952	-0.0018547889	0.0069345287	-0.0030599754	-0.0032983713	-0.0014332136	-0.0026217018	-0.0026827697	-0.0035559792	-0.0023071277
metab_22	-0.0030599754	-0.0008894464	-0.0040793693	-0.0010014567	-0.0011585939	-0.0011988319	-0.0044268400	-0.0024371070	-0.0014097951	-0.0010700185	-0.0010515443	-0.0012292258	-0.0011037445	-0.0032748691	-0.0009611175	-0.0011585939	0.0000360575	-0.0010865065	-0.0011037445	-0.0006858139	-0.0009159127	-0.0010865065	-0.0011988319	-0.0022376952	-0.0009159127	-0.0010700185	-0.0035140763	0.0146999258	-0.0026827697	-0.0008894464	-0.0028694225	-0.0008143594	0.0035471973	-0.0009909403	-0.0013916958	-0.0008894464	-0.0012666221	-0.0015461874	-0.0009376947	-0.0009611175	-0.0004627621	-0.0005900894	-0.0007549861	-0.0008737839	-0.0008737839	-0.0009909403	-0.0010613955	-0.0010150392	-0.0011585939	-0.0010865065	-0.0011313278	-0.0010150392	-0.0014097951	-0.0009611175	-0.0017972075	-0.0010865065	-0.0008425529	-0.0009749736	-0.0004138545	-0.0011037445	-0.0026217018	-0.0035140763	-0.0010014567	-0.0004454378	-0.0010014567	-0.0023071277	-0.0009376947	-0.0051775428	-0.0012292258	-0.0046379988	-0.0010251851	-0.0016756918	-0.0010014567	-0.0049441417	-0.0055588469	-0.0017972075	-0.0013046086	-0.0011313278	-0.0011037445	-0.0023071277	-0.0014332136	-0.0014832325	-0.0009611175	-0.0006630864	-0.0010251851	-0.0009376947	-0.0010251851	-0.0013046086	-0.0001857774	-0.0010613955	-0.0010150392	-0.0008737839	-0.0024877376	-0.0009376947	-0.0005720405	-0.0011988319	-0.0008737839	-0.0031386238	0.0068397081	-0.0010865065	-0.0011701347	-0.0014097951	-0.0010014567	-0.0011585939	-0.0005900894	-0.0008425529
metab_23	-0.0004138545	-0.0010865065	-0.0009159127	-0.0006630864	-0.0035747009	-0.0010251851	-0.0013046086	-0.0006141357	-0.0006320954	-0.0003728746	-0.0013046086	-0.0088158057	-0.0005504090	-0.0005900894	-0.0032983713	-0.0009376947	-0.0007911960	-0.0010700185	-0.0012872075	-0.0010014567	-0.0008143594	-0.0026217018	-0.0013528231	-0.0004138545	-0.0012963686	-0.0006141357	-0.0010865065	0.0156845850	-0.0002520762	-0.0012963686	-0.0006858139	-0.0011214436	0.0050433406	-0.0005282431	-0.0013475575	-0.0009376947	-0.0015461874	-0.0010700185	-0.0009611175	-0.0014097951	-0.0008894464	-0.0009159127	-0.0010014567	-0.0023361113	-0.0012292258	-0.0008737839	-0.0005720405	-0.0012872075	-0.0009909403	-0.0009749736	-0.0007911960	-0.0008143594	-0.0008143594	-0.0010251851	-0.0013046086	-0.0011701347	-0.0009376947	-0.0011988319	-0.0010150392	-0.0010150392	-0.0014832325	-0.0009749736	-0.0011313278	-0.0007911960	-0.0009376947	-0.0014097951	-0.0015916975	-0.0005900894	-0.0004627621	-0.0006630864	-0.0011988319	-0.0007197942	-0.0005900894	-0.0010613955	-0.0007197942	-0.0009159127	-0.0022376952	-0.0003728746	-0.0010700185	-0.0015461874	-0.0008425529	-0.0009376947	-0.0007197942	-0.0014332136	-0.0012963686	-0.0009611175	-0.0010865065	-0.0011313278	-0.0024877376	-0.0003577086	-0.0015461874	-0.0010150392	-0.0008894464	-0.0010014567	-0.0009611175	-0.0009376947	-0.0000642333	-0.0005504090	0.0076057329	-0.0010613955	-0.0008425529	-0.0000642333	-0.0022376952	-0.0009749736	-0.0010150392	-0.0010515443
metab_24	-0.0032983713	-0.0066442452	-0.0018547889	-0.0049196483	-0.0046379988	-0.0035559792	-0.0004627621	-0.0024877376	-0.0031386238	-0.0044268400	-0.0088158057	-0.0066442452	-0.0055588469	-0.0030599754	-0.0021287195	-0.0049196483	-0.0023071277	-0.0014832325	-0.0038823858	-0.0016756918	-0.0049196483	-0.0055588469	-0.0013916958	-0.0012963686	-0.0040955903	-0.0029727493	-0.0031386238	0.0144709287	-0.0026217018	-0.0034259842	-0.0039890442	-0.0005504090	0.0034222604	-0.0046619646	-0.0066442452	-0.0049994375	-0.0051775428	-0.0037098023	-0.0032748691	-0.0034259842	-0.0038823858	-0.0024371070	-0.0045176890	-0.0031386238	-0.0049441417	-0.0049196483	-0.0049196483	-0.0088158057	-0.0032983713	-0.0088158057	-0.0035140763	-0.0060549417	-0.0032983713	-0.0046619646	-0.0032075154	-0.0039589236	-0.0088158057	-0.0032075154	-0.0058930606	-0.0049196483	-0.0005900894	-0.0014832325	-0.0046619646	-0.0030599754	-0.0040955903	-0.0012666221	-0.0046619646	-0.0011313278	-0.0049196483	-0.0011037445	-0.0032748691	-0.0032748691	-0.0051775428	-0.0013475575	-0.0015916975	-0.0035140763	-0.0026217018	-0.0032075154	-0.0088158057	-0.0037098023	-0.0005033071	-0.0055588469	-0.0024877376	-0.0022084074	-0.0010700185	-0.0017621665	-0.0013046086	-0.0035747009	-0.0040955903	-0.0014332136	-0.0066442452	-0.0066442452	-0.0006141357	-0.0024877376	-0.0049994375	-0.0014097951	-0.0021287195	-0.0014097951	0.0070210687	-0.0055588469	-0.0026217018	-0.0008425529	-0.0046619646	-0.0035140763	-0.0013475575	-0.0041687712
metab_25	-0.0038823858	-0.0038823858	-0.0044268400	-0.0039890442	-0.0039890442	-0.0028694225	-0.0032983713	-0.0023361113	-0.0032748691	-0.0046379988	-0.0044268400	-0.0032983713	-0.0088158057	-0.0045176890	-0.0051775428	-0.0045176890	-0.0032983713	-0.0012963686	-0.0049994375	-0.0026217018	-0.0026827697	-0.0017972075	-0.0024877376	-0.0036098538	-0.0035140763	-0.0044268400	-0.0058930606	0.0139572596	-0.0037098023	-0.0041687712	-0.0046379988	-0.0024371070	0.0031967182	-0.0030599754	-0.0049196483	-0.0045176890	-0.0012872075	-0.0040793693	-0.0024877376	-0.0012467604	-0.0012292258	-0.0032983713	-0.0024877376	-0.0032748691	-0.0051775428	-0.0055588469	-0.0022084074	-0.0032983713	-0.0049994375	-0.0058930606	-0.0066442452	-0.0066442452	-0.0055588469	-0.0040793693	-0.0035559792	-0.0014097951	-0.0049994375	-0.0032748691	-0.0039890442	-0.0030599754	-0.0009749736	-0.0012467604	-0.0060549417	-0.0046379988	-0.0055588469	-0.0049441417	-0.0055588469	-0.0036098538	-0.0040955903	-0.0046619646	-0.0039890442	-0.0055588469	-0.0040793693	-0.0036098538	-0.0023361113	-0.0023071277	-0.0049196483	-0.0036098538	-0.0014332136	-0.0024371070	-0.0013046086	-0.0035559792	-0.0029727493	-0.0031386238	-0.0024877376	-0.0016756918	-0.0039890442	-0.0045176890	-0.0028694225	-0.0041687712	-0.0029727493	-0.0035559792	-0.0034259842	-0.0037098023	-0.0037098023	-0.0038823858	-0.0036098538	-0.0035559792	0.0067561340	-0.0029727493	-0.0035747009	-0.0030599754	-0.0039589236	-0.0032075154	-0.0066442452	-0.0060549417
metab_26	-0.0029727493	-0.0027769461	-0.0055588469	-0.0032075154	-0.0015916975	-0.0017621665	-0.0038823858	-0.0035140763	-0.0035559792	-0.0013528231	-0.0046619646	-0.0029727493	-0.0066442452	-0.0066442452	-0.0027769461	-0.0027769461	-0.0049441417	-0.0024877376	-0.0055588469	-0.0032075154	-0.0044268400	-0.0031386238	-0.0029727493	-0.0046379988	-0.0032983713	-0.0041687712	-0.0046379988	0.0136188744	-0.0046379988	-0.0032983713	-0.0049441417	-0.0014332136	0.0030374880	-0.0046379988	-0.0046619646	-0.0039589236	-0.0037098023	-0.0035559792	-0.0066442452	-0.0039589236	-0.0058930606	-0.0049196483	-0.0040955903	-0.0045176890	-0.0044268400	-0.0046619646	-0.0034259842	-0.0040793693	-0.0039589236	-0.0035140763	-0.0032748691	-0.0051775428	-0.0041687712	-0.0044268400	-0.0040955903	-0.0022376952	-0.0040955903	-0.0026827697	-0.0040793693	-0.0013916958	-0.0088158057	-0.0058930606	-0.0012963686	-0.0032748691	-0.0058930606	-0.0034259842	-0.0035747009	-0.0055588469	-0.0060549417	-0.0030599754	-0.0038823858	-0.0040955903	-0.0035140763	-0.0040793693	-0.0088158057	-0.0049441417	-0.0058930606	-0.0046379988	-0.0036098538	-0.0032983713	-0.0016756918	-0.0039589236	-0.0031386238	-0.0010150392	-0.0017621665	-0.0035559792	-0.0022084074	-0.0044268400	-0.0014832325	-0.0031386238	-0.0035559792	-0.0040793693	-0.0051775428	-0.0017621665	-0.0046619646	-0.0055588469	-0.0066442452	-0.0058930606	0.0065646547	-0.0066442452	-0.0013528231	-0.0035747009	-0.0044268400	-0.0013046086	-0.0041687712	-0.0031386238
